Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Unnamed: 34,Unnamed: 35,MP.1,Clube
Gustavo Mosquito,br BRA,"FW,MF",28-081,10.0,6,480.0,5.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.1,1.5,21.0,18.0,41.0,0.0,0.37,0.37,0.0,0.37,0.08,0.2,0.29,0.08,0.29,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Renzo López,uy URU,FW,31-225,20.0,5,600.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.2,2.2,0.7,2.9,2.0,9.0,14.0,0.15,0.0,0.15,0.15,0.15,0.33,0.11,0.44,0.33,0.44,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Thiago,br BRA,GK,26-246,6.0,5,515.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Neris,br BRA,DF,33-163,9.0,5,444.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.2,0.0,0.2,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Wellington Rato,br BRA,"FW,MF",33-152,5.0,3,212.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,1.0,8.0,13.0,0.42,0.0,0.42,0.42,0.42,0.07,0.03,0.1,0.07,0.1,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Dudu,br BRA,"MF,DF",26-175,9.0,2,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.2,1.2,0.1,1.3,3.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.45,0.02,0.47,0.45,0.47,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Paulo Roberto,br BRA,DF,20-014,2.0,2,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Fabrício,br BRA,"FW,MF",25-050,16.0,1,366.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.4,2.3,31.0,5.0,27.0,0.0,0.25,0.25,0.0,0.25,0.22,0.34,0.56,0.22,0.56,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Carlinhos,br BRA,FW,28-288,6.0,1,165.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.5,1.5,0.0,1.5,0.0,6.0,3.0,0.55,0.0,0.55,0.55,0.55,0.84,0.0,0.84,0.84,0.84,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Romarinho,br BRA,"MF,FW",34-350,5.0,1,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,3.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.18,0.08,0.27,0.18,0.27,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Gabriel,br BRA,GK,33-061,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Wendell,br BRA,MF,20-088,1.0,1,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Leo Augusto Pereira,br BRA,"FW,MF",25-151,6.0,0,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Felipe Cardoso,br BRA,FW,22-268,3.0,0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.09,0.16,0.24,0.09,0.24,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Carlos Eduardo,br BRA,"FW,DF",29-048,2.0,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Kike Saverio,es ESP,"MF,FW",26-161,2.0,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Ruben Rodrigues,pt POR,MF,29-117,4.0,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Ismael,pt POR,MF,26-247,1.0,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.85,0.85,0.85,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Andrei,br BRA,DF,20-211,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Davi Barbosa,br BRA,GK,19-270,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Edenilson,br BRA,MF,20-163,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Fintelman,br BRA,GK,24-130,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Hugo,br BRA,DF,24-068,0.0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Kauan,br BRA,DF,18-257,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Lucas Lohan,br BRA,MF,19-140,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Yuri Sena,br BRA,GK,24-328,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Thiaguinho,br BRA,MF,28-230,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Kauan Vitor,br BRA,FW,19-165,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Bruno Xavier,br BRA,MF,29-000,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Vitória,https://fbref.com/en/squads/33f95fe0/Vitoria-Stats,,Vitória
Gabriel Brazão,br BRA,GK,25-053,,35,3127.0,34.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,35.0,Santos
Benjamín Rollheiser,ar ARG,"MF,FW",25-248,,27,2145.0,23.8,2.0,3.0,5.0,1.0,1.0,1.0,7.0,0.0,3.6,2.9,4.6,7.5,58.0,127.0,122.0,0.08,0.13,0.21,0.04,0.17,0.15,0.19,0.35,0.12,0.31,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,33.0,Santos
Álvaro Barreal,ar ARG,"FW,MF",25-102,,25,2020.0,22.4,9.0,1.0,10.0,8.0,1.0,1.0,2.0,0.0,6.7,5.9,3.4,9.4,35.0,63.0,168.0,0.4,0.04,0.45,0.36,0.4,0.3,0.15,0.45,0.26,0.42,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,31.0,Santos
Guilherme,br BRA,"FW,MF",30-228,,24,2019.0,22.4,4.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,4.6,4.6,2.9,7.5,91.0,73.0,218.0,0.18,0.13,0.31,0.18,0.31,0.21,0.13,0.34,0.21,0.34,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,29.0,Santos
Luan Peres Petroni,br BRA,DF,31-131,,23,2041.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,0.2,0.6,13.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,23.0,Santos
Gonzalo Escobar,ar ARG,DF,28-256,,23,2008.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.5,0.5,1.0,1.5,30.0,87.0,83.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.07,0.02,0.07,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,30.0,Santos
João Schmidt,br BRA,MF,32-192,,22,1905.0,21.2,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.1,1.1,1.0,2.2,7.0,139.0,12.0,0.0,0.09,0.09,0.0,0.09,0.05,0.05,0.1,0.05,0.1,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,28.0,Santos
Zé Rafael,br BRA,MF,32-164,,22,1810.0,20.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,2.1,2.1,1.0,3.1,29.0,90.0,29.0,0.05,0.0,0.05,0.05,0.05,0.1,0.05,0.15,0.1,0.15,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,25.0,Santos
Zé Ivaldo,br BRA,DF,28-279,,17,1539.0,17.1,1.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,1.0,8.0,44.0,0.0,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,18.0,Santos
Souza,br BRA,DF,19-164,,16,1369.0,15.2,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,1.2,2.1,28.0,46.0,87.0,0.07,0.13,0.2,0.07,0.2,0.06,0.08,0.14,0.06,0.14,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,21.0,Santos
Neymar,br BRA,"FW,MF",33-295,,14,1267.0,14.1,4.0,0.0,4.0,3.0,1.0,1.0,8.0,1.0,5.9,5.1,2.5,7.6,54.0,123.0,85.0,0.28,0.0,0.28,0.21,0.21,0.42,0.18,0.6,0.37,0.54,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,17.0,Santos
Tiquinho Soares,br BRA,FW,34-314,,12,1195.0,13.3,2.0,3.0,5.0,0.0,2.0,2.0,3.0,0.0,3.9,2.4,1.0,3.4,5.0,19.0,39.0,0.15,0.23,0.38,0.0,0.23,0.3,0.08,0.37,0.18,0.26,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,25.0,Santos
Igor Vinícius de Souza,br BRA,DF,28-240,,12,1042.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,1.9,2.4,35.0,51.0,71.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.21,0.04,0.21,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,17.0,Santos
Tomás Rincón,ve VEN,MF,37-318,,11,909.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.4,0.4,0.0,0.4,4.0,40.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,16.0,Santos
Lautaro Díaz,ar ARG,FW,27-190,,11,899.0,10.0,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,3.3,3.3,2.1,5.4,18.0,10.0,46.0,0.3,0.2,0.5,0.3,0.5,0.33,0.21,0.54,0.33,0.54,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,13.0,Santos
Gabriel Bontempo,br BRA,"MF,FW",20-315,,9,974.0,10.8,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,1.7,3.5,24.0,57.0,27.0,0.18,0.09,0.28,0.18,0.28,0.16,0.16,0.32,0.16,0.32,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,23.0,Santos
Adonis Frías,ar ARG,DF,27-255,,9,842.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,6.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,10.0,Santos
Mayke,br BRA,DF,33-017,,9,811.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.6,0.7,4.0,37.0,35.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.08,0.01,0.08,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,11.0,Santos
Gil,br BRA,DF,38-168,,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.0,0.4,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,8.0,Santos
Willian Arão,br BRA,MF,32-359,,6,552.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,10.0,Santos
João Othavio Basso,br BRA,DF,28-318,,6,518.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,3.0,8.0,0.0,0.17,0.0,0.17,0.17,0.17,0.03,0.0,0.04,0.03,0.04,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,6.0,Santos
Victor Hugo,br BRA,"MF,FW",21-200,,6,443.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,16.0,27.0,24.0,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.15,0.08,0.15,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,9.0,Santos
Deivid Washington,br BRA,FW,20-175,,5,557.0,6.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.2,1.5,5.0,11.0,33.0,0.16,0.0,0.16,0.16,0.16,0.2,0.03,0.24,0.2,0.24,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,17.0,Santos
Luisão,br BRA,DF,22-079,,5,438.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,6.0,Santos
Leonardo Godoy,ar ARG,DF,30-213,,5,416.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,5.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,6.0,Santos
Alexis Duarte,py PAR,DF,25-260,,5,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,5.0,Santos
Thaciano,br BRA,"FW,MF",30-199,,4,528.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.1,1.2,4.0,11.0,27.0,0.17,0.0,0.17,0.17,0.17,0.19,0.02,0.21,0.19,0.21,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,17.0,Santos
Diego Pituca,br BRA,MF,33-104,,4,392.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.3,5.0,16.0,10.0,0.23,0.0,0.23,0.23,0.23,0.06,0.02,0.08,0.06,0.08,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,10.0,Santos
Yeferson Soteldo,ve VEN,"FW,MF",28-150,,3,326.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.4,0.6,31.0,17.0,41.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.16,0.05,0.16,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,5.0,Santos
Robinho Junior,br BRA,"FW,MF",17-345,,2,329.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6,1.4,9.0,14.0,32.0,0.0,0.27,0.27,0.0,0.27,0.22,0.16,0.38,0.22,0.38,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,13.0,Santos
João Pedro Chermont,br BRA,DF,19-313,,2,249.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.8,0.9,4.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.02,0.29,0.31,0.02,0.31,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,5.0,Santos
Gustavo Caballero,py PAR,"FW,DF",24-067,,1,332.0,3.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7,1.6,9.0,4.0,31.0,0.27,0.27,0.54,0.27,0.54,0.26,0.18,0.44,0.26,0.44,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,12.0,Santos
Gabriel Veron,br BRA,"FW,MF",23-085,,1,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,5.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.29,0.15,0.29,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,6.0,Santos
Aderlan Silva,br BRA,DF,35-101,,1,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,2.0,Santos
Luca Meirelles,br BRA,"FW,MF",18-257,,0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,7.0,Santos
Mateus Xavier,br BRA,"FW,MF",18-151,,0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,3.0,Santos
Diogenes,br BRA,GK,24-325,,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,1.0,Santos
Bilal Brahimi,dz ALG,FW,25-258,,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.12,0.16,0.28,0.12,0.28,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,1.0,Santos
Hyan,br BRA,MF,21-248,,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,2.0,Santos
Kevyson,br BRA,DF,21-243,,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,1.0,Santos
João Paulo,br BRA,GK,30-151,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,0.0,Santos
João Alencar,br BRA,DF,18-155,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,0.0,Santos
João Ananias,br BRA,DF,18-288,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,0.0,Santos
Gustavo Henrique,br BRA,MF,20-234,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,0.0,Santos
Vinicius Lira,br BRA,DF,18-046,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Santos,https://fbref.com/en/squads/712c528f/Santos-Stats,0.0,Santos
Lucas Sasha,br BRA,MF,35-271,,28,2342.0,26.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,1.1,1.8,18.0,110.0,41.0,0.04,0.0,0.04,0.04,0.04,0.03,0.04,0.07,0.03,0.07,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,28.0,Fortaleza
Breno,br BRA,"FW,MF",29-307,,26,2088.0,23.2,5.0,3.0,8.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,2.9,7.9,100.0,72.0,169.0,0.22,0.13,0.34,0.22,0.34,0.21,0.13,0.34,0.21,0.34,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,29.0,Fortaleza
Eros Mancuso,ar ARG,DF,26-224,,24,2107.0,23.4,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,2.1,2.1,2.5,4.6,29.0,81.0,96.0,0.04,0.13,0.17,0.04,0.17,0.09,0.11,0.2,0.09,0.2,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,27.0,Fortaleza
Gastón Ávila,ar ARG,DF,24-058,,22,2051.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.2,0.8,12.0,60.0,17.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,24.0,Fortaleza
Benjamín Kuscevic,cl CHI,DF,29-209,,19,1707.0,19.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.3,1.2,0.1,1.3,7.0,34.0,0.0,0.05,0.0,0.05,0.05,0.05,0.07,0.0,0.07,0.07,0.07,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,20.0,Fortaleza
Emanuel Brítez,ar ARG,DF,33-246,,16,1417.0,15.7,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.5,0.5,0.3,0.8,5.0,43.0,16.0,0.0,0.06,0.06,0.0,0.06,0.03,0.02,0.05,0.03,0.05,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,16.0,Fortaleza
Juan Martín Lucero,ar ARG,FW,33-362,,16,1409.0,15.7,3.0,1.0,4.0,3.0,0.0,1.0,6.0,0.0,5.1,4.4,2.3,6.7,6.0,15.0,58.0,0.19,0.06,0.26,0.19,0.26,0.33,0.15,0.48,0.28,0.43,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,27.0,Fortaleza
Tomas Pochettino,ar ARG,"MF,FW",29-299,,15,1297.0,14.4,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,2.9,4.0,48.0,56.0,83.0,0.07,0.28,0.35,0.07,0.35,0.08,0.2,0.28,0.08,0.28,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,23.0,Fortaleza
Bruno Pacheco,br BRA,DF,33-354,,15,1261.0,14.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.2,0.2,0.4,0.6,22.0,37.0,31.0,0.07,0.07,0.14,0.07,0.14,0.01,0.03,0.04,0.01,0.04,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,15.0,Fortaleza
João Ricardo Riedi,br BRA,GK,37-082,,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fortaleza,https://fbref.com/en/squads/a9d0ab0e/Fortaleza-Stats,14.0,Fortaleza
