apelido;atleta_id;rodada;clube_id;posicao_id;status_id;pontuacao;preco_num;variacao_num;FC;FD;FF;FS;G;I;DS;CA;PE;A;SG;DD;FT;GS;CV;GC;ano;PP;DP;DE;PS;V;PC;posicao;clube;rodada_real;media_pre_rodada;perfil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hernán Crespo;103912;16;276;6;0;7,73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;1.0;0.0;Técnico;São Paulo;16;5.93;Inesperado;;;;;;Cuca;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Rossi;99552;17;262;1;0;9,4;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;3.0;0.0;0.0;0.0;Goleiro;Flamengo;17;6.5;Inesperado;;;;;;Alexander Barboza;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Santiago Arias;71701;17;265;2;0;10,7;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Bahia;17;18.399.999.999.999.900;Inesperado;;;;;;Aguirre;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Piquerez;102130;17;275;2;0;9,5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Palmeiras;17;5.6;Inesperado;;;;;;Acevedo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;0,026315789
Léo Ortiz;97867;17;262;3;0;16,8;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;Flamengo;17;5.821.428.571.428.570;Inesperado;;;;;;Léo Pereira;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;0,026315789
Ferraresi;105300;17;276;3;0;14,9;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;São Paulo;17;4.445.454.545.454.540;Inesperado;;;;;;Gustavo Martins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;0,026315789
Lucas Lima;80583;17;292;4;0;10,9;0.0;0.0;1.0;1.0;0.0;3.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Sport;17;2.776.923.076.923.070;Inesperado;;;;;;Andreas Pereira;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;0,026315789
Jean Lucas;98517;17;265;4;0;17,7;0.0;0.0;5.0;1.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Bahia;17;31.999.999.999.999.900;Inesperado;;;;;;Yago Pikachu;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Lucca Prior;141526;17;356;4;0;8,9;0.0;0.0;3.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Fortaleza;17;15.999.999.999.999.900;Inesperado;;;;;;Lourenço;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Carbonero;107989;17;285;5;0;15,3;0.0;0.0;0.0;1.0;2.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Internacional;17;2.65;Inesperado;;;;;;Hereda;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Galeano;108713;17;354;5;0;16,2;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Ceará;17;4.253.846.153.846.150;Inesperado;;;;;;Luan Cândido;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;0,026315789
Derik Lacerda;126216;17;292;5;0;12,6;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Sport;17;34.000.000.000.000.000;Inesperado;;;;;;Neto Moura;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;0,026315789
Rogério Ceni;97341;17;265;6;0;9,24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;1.0;0.0;Técnico;Bahia;17;468.875;Inesperado;;;;;;David;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;0,026315789
Gabriel Brazão;103056;18;277;1;0;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2025;0.0;0.0;10.0;0.0;0.0;0.0;Goleiro;Santos;18;508.125;Inesperado;;;;;;Nonato;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;0,026315789
Puma Rodríguez;99213;18;267;2;0;14,5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Vasco;18;1.08;Inesperado;;;;;;David Duarte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;0,026315789
Guga;101319;18;266;2;0;16,5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Fluminense;18;4.671.428.571.428.570;Inesperado;;;;;;Pablo Maia;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;0,026315789
Arboleda;91573;18;276;3;0;11,5;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;São Paulo;18;5.425;Inesperado;;;;;;Lucas Esteves;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;0,026315789
Villalba;106593;18;283;3;0;11,5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;Cruzeiro;18;6.335.714.285.714.280;Inesperado;;;;;;Abner;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Neymar;63007;18;277;4;0;20,3;0.0;0.0;3.0;2.0;1.0;3.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Santos;18;38.375;Inesperado;;;;;;Lucas Evangelista;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Bruno Tabata;107174;18;285;4;0;13,8;0.0;0.0;2.0;0.0;3.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Internacional;18;31.538.461.538.461.500;Inesperado;;;;;;Pedro Raul;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Barreal;126471;18;277;4;0;17,8;0.0;0.0;0.0;1.0;2.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Santos;18;6.361.538.461.538.460;Inesperado;;;;;;David Luiz;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Negueba;98384;18;2305;5;0;11,5;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Mirassol;18;26.636.363.636.363.600;Inesperado;;;;;;Arroyo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;0,026315789
Vegetti;99198;18;267;5;0;12,8;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Vasco;18;7.092.307.692.307.690;Inesperado;;;;;;David Ricardo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;0,026315789
Flaco López;113103;18;275;5;0;14;0.0;0.0;3.0;0.0;3.0;3.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Palmeiras;18;4.253.846.153.846.150;Inesperado;;;;;;Facundo Torres;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Leonardo Jardim;88963;18;283;6;0;9,32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;1.0;0.0;Técnico;Cruzeiro;18;6.921.764.705.882.350;Inesperado;;;;;;Davide Ancelotti;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Gabriel;70449;19;292;1;0;11,5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;5.0;0.0;0.0;0.0;Goleiro;Sport;19;28.200.000.000.000.000;Inesperado;;;;;;Fausto Vera;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Marçal;97468;19;263;2;0;21,3;0.0;0.0;4.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Botafogo;19;2.733.333.333.333.330;Inesperado;;;;;;Lucas Piton;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;0,026315789
Matheuzinho;101727;19;264;2;0;16,2;0.0;0.0;2.0;0.0;1.0;1.0;1.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Corinthians;19;5.028.571.428.571.420;Inesperado;;;;;;Rafael Tolói;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;0,026315789
Sabino;104075;19;276;3;0;18,3;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;São Paulo;19;22.416.666.666.666.600;Inesperado;;;;;;Lucas Romero;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Ferraresi;105300;19;276;3;0;17,4;0.0;0.0;3.0;0.0;1.0;3.0;0.0;0.0;4.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;São Paulo;19;5.707.692.307.692.300;Inesperado;;;;;;Ramón Díaz;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;0,026315789
Lourenço;99032;19;354;4;0;15,7;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Ceará;19;2.230.769.230.769.230;Inesperado;;;;;;Andrés Hurtado;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Gabriel Menino;103767;19;282;4;0;11;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Atlético-MG;19;2.191.666.666.666.660;Inesperado;;;;;;Raniele;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;0,026315789
Rodriguinho;118563;19;276;4;0;12,6;0.0;0.0;3.0;0.0;5.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;São Paulo;19;0.5625;Inesperado;;;;;;Lucca Prior;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Cano;79631;19;266;5;0;19,2;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Fluminense;19;3.377.777.777.777.770;Inesperado;;;;;;Fernando;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Guilherme;94207;19;277;5;0;17,5;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Santos;19;6.516.666.666.666.660;Inesperado;;;;;;Lucero;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Ricardo Mathias;124280;19;285;5;0;17;0.0;0.0;2.0;0.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Internacional;19;29.499.999.999.999.900;Inesperado;;;;;;Balbuena;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;0,026315789
Davide Ancelotti;145269;19;263;6;0;12,31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;1.0;0.0;Técnico;Botafogo;19;52.683.333.333.333.300;Inesperado;;;;;;Diego;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Weverton;71631;20;275;1;0;12,8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;6.0;0.0;0.0;0.0;Goleiro;Palmeiras;20;39.176.470.588.235.200;Inesperado;;;;;;Baralhas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;0,026315789
Marlon;91706;20;284;2;0;16,7;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Grêmio;20;4.133.333.333.333.330;Inesperado;;;;;;Ángel Romero;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Lucas Piton;105584;20;267;2;0;18,5;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Vasco;20;35.285.714.285.714.200;Inesperado;;;;;;Alex Telles;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Gustavo Gómez;71684;20;275;3;0;7,9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;Palmeiras;20;4.323.076.923.076.920;Inesperado;;;;;;Edu;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Balbuena;87887;20;284;3;0;13;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;Grêmio;20;0.5;Inesperado;;;;;;Rodriguinho;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Nenê;38913;20;286;4;0;14,7;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Juventude;20;18.333.333.333.333.300;Inesperado;;;;;;Luis Mandaca;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Philippe Coutinho;68899;20;267;4;0;17,9;0.0;0.0;1.0;0.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Vasco;20;3.4;Inesperado;;;;;;Bernabéi;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Felipe Anderson;70592;20;275;4;0;15,4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Palmeiras;20;3.25;Inesperado;;;;;;Luis Zubeldía;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;0,026315789
David;90309;20;267;5;0;17,9;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Vasco;20;31.599.999.999.999.900;Inesperado;;;;;;Bobadilla;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;0,026315789
Renato Kayzer;92696;20;287;5;0;17;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Vitória;20;5.441.666.666.666.660;Inesperado;;;;;;Eduardo;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Pedro;94583;20;262;5;0;17,5;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Flamengo;20;5.741.666.666.666.660;Inesperado;;;;;;Samuel Lino;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;0,026315789
Fernando Diniz;72391;20;267;6;0;12,48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;1.0;0.0;Técnico;Vasco;20;36.475.000.000.000.000;Inesperado;;;;;;Eduardo Sasha;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;0,026315789
Walter;51413;21;2305;1;0;19;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;1.0;5.0;0.0;0.0;0.0;Goleiro;Mirassol;21;6.75;Inesperado;;;;;;Santiago Arias;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Enzo Díaz;104758;21;276;2;0;14,6;0.0;0.0;3.0;0.0;0.0;5.0;0.0;0.0;6.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;São Paulo;21;5.288.235.294.117.640;Inesperado;;;;;;Maik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;0,026315789
Luciano Juba;107093;21;265;2;0;18;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Bahia;21;6.072.222.222.222.220;Inesperado;;;;;;Savarino;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Gustavo Gómez;71684;21;275;3;0;15,4;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;Palmeiras;21;4.578.571.428.571.420;Inesperado;;;;;;Emerson Royal;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;0,026315789
Ferraresi;105300;21;276;3;0;18,4;0.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0;8.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;São Paulo;21;6.22;Inesperado;;;;;;Soteldo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;0,026315789
Arrascaeta;87863;21;262;4;0;20,8;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Flamengo;21;9.488.235.294.117.640;Inesperado;;;;;;Mano Menezes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;0,026315789
Matheus Pereira;96610;21;283;4;0;13,9;0.0;0.0;2.0;0.0;0.0;4.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Cruzeiro;21;7.655.555.555.555.550;Inesperado;;;;;;Tapia;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;0,026315789
Pablo Maia;113359;21;276;4;0;14,6;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;São Paulo;21;0.7454545454545454;Inesperado;;;;;;Marçal;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Pedro;94583;21;262;5;0;31,9;0.0;0.0;2.0;1.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Flamengo;21;66.461.538.461.538.400;Inesperado;;;;;;Thiago Couto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;0,026315789
Samuel Lino;98873;21;262;5;0;33,1;0.0;0.0;2.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Flamengo;21;6.2;Inesperado;;;;;;Marcão;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Laquintana;103014;21;280;5;0;21,4;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;3.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Bragantino;21;3.336.363.636.363.630;Inesperado;;;;;;Thiago Santos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;0,026315789
Filipe Luís;139076;21;262;6;0;14,61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;1.0;0.0;Técnico;Flamengo;21;6.732.000.000.000.000;Inesperado;;;;;;Emiliano Martínez;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Jandrei;86508;22;286;1;0;13,1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;7.0;0.0;0.0;0.0;Goleiro;Juventude;22;0.75;Inesperado;;;;;;Gabriel Menino;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Reinaldo;78850;22;2305;2;0;12,9;0.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Mirassol;22;6.794.444.444.444.440;Inesperado;;;;;;Enzo Díaz;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;0,026315789
Kaiki Bruno;112709;22;283;2;0;13,2;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Cruzeiro;22;7.552.631.578.947.360;Inesperado;;;;;;Varela;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Thiago Silva;37715;22;266;3;0;8,2;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;Fluminense;22;2.316.666.666.666.660;Inesperado;;;;;;Matheus Alves;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
